"temperature","group","wood_production"
9.75023817736655,"unmanaged",63.5005645046261
13.7913590669632,"unmanaged",68.1114512611649
10.4543422954157,"unmanaged",68.717683816042
7.90373082272708,"managed",66.1170207767929
22.0190003840253,"unmanaged",77.2313265694491
12.1281808800995,"managed",77.8472072488906
15.0697350827977,"unmanaged",82.0256172692629
24.1049920767546,"managed",105.402786647392
13.8756078761071,"managed",79.3456135473482
5.12290653772652,"unmanaged",57.2795169831877
7.44123313575983,"managed",70.654710433906
23.3111451566219,"managed",107.515777976769
9.30492220446467,"unmanaged",52.3447928133242
12.2291696956381,"managed",70.5820625327215
14.0937013505027,"managed",78.1319157714164
14.3913595797494,"unmanaged",68.2350679496442
22.7165182447061,"unmanaged",69.9768997260077
9.44789565633982,"unmanaged",61.7014554987026
16.972460988909,"unmanaged",67.485531105745
21.0889776609838,"managed",100.249597851097
19.4246894447133,"unmanaged",76.9834460635736
7.67787740100175,"managed",90.2576704544854
15.8539557596669,"unmanaged",72.1361799923381
18.3225121628493,"managed",89.6530923396572
14.0436812164262,"managed",82.4651633637348
21.5581467887387,"unmanaged",82.2844862709276
9.18578805401921,"unmanaged",70.7577672536727
20.0180162210017,"unmanaged",83.4635651820976
22.3862558370456,"managed",105.5449186397
10.9522342402488,"unmanaged",67.2300743764708
16.1900268075988,"managed",85.8313893282491
23.9131373073906,"unmanaged",76.2519496570805
18.5116416262463,"managed",90.147047558601
13.601596429944,"managed",88.662709587306
11.5909192198887,"managed",96.4127253223584
13.4597098082304,"managed",92.8683765884587
7.53558465279639,"unmanaged",65.7076593779735
15.8009639801458,"unmanaged",75.1623815513519
21.3400714145973,"managed",91.4926901000906
12.4721751315519,"managed",81.2984136193531
15.6479508103803,"unmanaged",74.8272240970869
15.5210887966678,"unmanaged",64.2040185978168
13.4406011831015,"unmanaged",73.792246194978
8.17977976985276,"unmanaged",43.4340883268754
24.6873082360253,"managed",101.60490166723
15.6143551133573,"managed",91.3357466587452
9.56205465365201,"managed",79.4100502971461
19.191469871439,"managed",114.520393737738
6.23299185652286,"managed",67.5638683133328
6.09100485220551,"managed",64.2947522502087
19.4534755963832,"unmanaged",83.3478296470557
23.049907903187,"managed",107.379322007211
19.2679264489561,"unmanaged",74.5916290760935
24.0362910041586,"unmanaged",95.7381832610572
17.5113565195352,"unmanaged",73.4910206300265
11.754583469592,"unmanaged",72.8907427461594
10.7658925326541,"unmanaged",63.8279300025794
21.2791842175648,"unmanaged",78.9360380096605
16.324498038739,"unmanaged",66.4895059255743
8.99566079489887,"unmanaged",62.4338396756536
